prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
LAMW01,WGS,,BCT,Trichodesmium thiebautii H9-4,PRJNA278659,SAMN03421272,isolate: H9-4,isolation_source: enriched culture from ocean water,3286556,201,0,No,0,0,0,No,,,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z
LATL02,WGS,,BCT,Limnoraphis robusta CS-951,PRJNA279819,SAMN03450766,strain: CS-951,isolation_source: brackish ditch,7314117,361,5458,Yes,0,0,0,No,,,2015-09-10T00:00:00Z,2015-07-17T00:00:00Z
LAYT01,WGS,,BCT,Arthrospira sp. TJSD091,PRJNA280496,SAMN03463612,strain: TJSD091,isolation_source: Bohai seaside wetland,5978827,359,0,No,0,0,0,No,,,2015-04-20T00:00:00Z,2015-04-20T00:00:00Z
LMTZ01,WGS,,BCT,Mastigocoleus testarum BC008,PRJNA300404,SAMN04221293,strain: BC008,isolation_source: marine shell fragment,12700239,172,8733,Yes,0,0,0,No,,,2016-03-09T00:00:00Z,2015-12-03T00:00:00Z
LMVE01,WGS,,BCT,Cylindrospermopsis sp. CR12,PRJNA300393,SAMN04221094,strain: CR12,isolation_source: freshwater reservoir,3723955,136,3086,Yes,0,0,0,No,,,2016-03-08T00:00:00Z,2015-11-05T00:00:00Z
LNAA02,WGS,,BCT,Oscillatoriales cyanobacterium MTP1,PRJNA301348,SAMN04244272,strain: MTP1,isolation_source: hot springs,7647882,68,0,No,0,0,0,No,,,2018-07-27T00:00:00Z,2018-07-27T00:00:00Z
LNDC01,WGS,,BCT,Geitlerinema sp. PCC 9228,PRJNA302164,SAMN04267304,strain: PCC 9228,isolation_source: water,4795982,223,0,No,0,0,0,No,,,2016-11-08T00:00:00Z,2016-11-08T00:00:00Z
LJOP01,WGS,,BCT,Anabaena sp. LE011-02,PRJNA294801,SAMN04028828,isolate: 39865,"isolation_source: non-pure culture,metagenome_source: freshwater metagenome",4740750,122,4072,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOQ01,WGS,,BCT,Anabaena sp. AL09,PRJNA294801,SAMN04028827,isolate: 39864,"isolation_source: non-pure culture,metagenome_source: freshwater metagenome",4657189,109,3988,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOS01,WGS,,BCT,Anabaena sp. WA113,PRJNA294801,SAMN04028825,isolate: WA113,"isolation_source: lake water,metagenome_source: freshwater metagenome",4695440,279,4002,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOT01,WGS,,BCT,Anabaena sp. CRKS33,PRJNA294801,SAMN04028824,isolate: CRKS33,"isolation_source: lake water,metagenome_source: freshwater metagenome",4950014,1109,4638,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOU01,WGS,,BCT,Anabaena sp. AL93,PRJNA294801,SAMN04028823,isolate: WA93,"isolation_source: non-pure culture,metagenome_source: freshwater metagenome",5662506,217,4693,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOV01,WGS,,BCT,Anabaena sp. MDT14b,PRJNA294801,SAMN04028822,isolate: MDT14b,"isolation_source: lake water,metagenome_source: freshwater metagenome",4959421,1227,4546,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOW01,WGS,,BCT,Aphanizomenon flos-aquae WA102,PRJNA294801,SAMN04028821,isolate: WA102,"isolation_source: lake water,metagenome_source: freshwater metagenome",5946039,1160,5296,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOX01,WGS,,BCT,Aphanizomenon flos-aquae MDT14a,PRJNA294801,SAMN04028820,isolate: MDT14a,"isolation_source: lake water,metagenome_source: freshwater metagenome",4632587,193,3936,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJOY01,WGS,,BCT,Aphanizomenon flos-aquae LD13,PRJNA294801,SAMN04028819,isolate: MDT13,"isolation_source: non-pure culture,metagenome_source: freshwater metagenome",4439448,307,3787,Yes,0,0,0,No,,,2016-06-20T00:00:00Z,2016-06-20T00:00:00Z
LJZR01,WGS,,BCT,Phormidesmis priestleyi Ana,PRJNA283228,SAMN03785498,isolate: Ana,"isolation_source: enrichment culture HLUCC-A from microbial mat sample; contains cyanobacterium Phormidesmis priestleyi ANA and associated heterotrophs,metagenome_source: microbial mat metagenome",5928357,136,4863,Yes,0,0,0,No,,,2016-06-23T00:00:00Z,2015-10-14T00:00:00Z
LJZT01,WGS,,BCT,Phormidium sp. OSCR,PRJNA283228,SAMN03785507,isolate: OSCR,"isolation_source: enrichment culture HLUCC-O from microbial mat sample; contains cyanobacterium Phormidium OSCR and associated heterotrophs,metagenome_source: microbial mat metagenome",4694862,187,4158,Yes,0,0,0,No,,,2016-06-23T00:00:00Z,2015-10-14T00:00:00Z
LFEK01,WGS,,BCT,Synechococcus sp. GFB01,PRJNA286005,SAMN03736791,strain: GFB01,isolation_source: Lago dos Indios,2339812,125,1780,Yes,0,0,0,No,,,2015-09-02T00:00:00Z,2015-06-24T00:00:00Z
LICO01,WGS,,BCT,cyanobacterium BACL30 MAG-120619-bin27,PRJNA273799,SAMN03741989,isolate: BACL30 MAG-120619-bin27,"isolation_source: surface water; brackish water collected from the surface of the Baltic Sea,metagenome_source: marine metagenome",1813814,570,1670,Yes,0,0,0,No,,,2015-11-06T00:00:00Z,2015-11-06T00:00:00Z
LIRE01,WGS,,BCT,Pseudanabaena sp. 'Roaring Creek',PRJNA289505,SAMN03854406,strain: Roaring Creek,isolation_source: freshwater,5477812,770,0,No,0,0,0,No,,,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z
LIRN01,WGS,,BCT,Hapalosiphon sp. MRB220,PRJNA293405,SAMN04002543,strain: MRB220,isolation_source: Freshwater reservoir,7429720,115,5845,Yes,0,0,0,No,,,2015-08-27T00:00:00Z,2015-08-27T00:00:00Z
LIRO01,WGS,,BCT,Limnothrix sp. PR1529,PRJNA293407,SAMN04002600,strain: PR1529,isolation_source: freshwater reservoir,4586650,143,3445,Yes,0,0,0,No,,,2017-11-02T00:00:00Z,2017-11-02T00:00:00Z
LIUQ01,WGS,,BCT,Planktothricoides sp. SR001,PRJNA293643,SAMN04009103,strain: SR001,isolation_source: Freshwater reservoir,7066705,165,5049,Yes,0,0,0,No,,,2015-08-31T00:00:00Z,2015-08-31T00:00:00Z
LGSU01,WGS,,BCT,Hydrocoleum sp. CS-953,PRJNA287194,SAMN03777211,strain: CS-953,isolation_source: Moreton Bay coastal region,8387203,1501,4935,Yes,0,0,0,No,,,2017-08-18T00:00:00Z,2017-08-18T00:00:00Z
JPSP01,WGS,,BCT,Candidatus Atelocyanobacterium thalassa isolate SIO64986,PRJNA256120,SAMN02940555,,"isolation_source: flow cytometry enriched sample from Scripps pier surface waters,metagenome_source: marine metagenome",1485499,52,1246,Yes,0,0,0,No,,,2015-02-10T00:00:00Z,2014-08-05T00:00:00Z
JXCA02,WGS,,BCT,Scytonema tolypothrichoides VB-61278,PRJNA271448,SAMN03274355,strain: VB-61278,isolation_source: environmental,7893269,31,6063,Yes,0,0,0,No,,,2019-10-25T00:00:00Z,2019-10-25T00:00:00Z
JXCB02,WGS,,BCT,Tolypothrix campylonemoides VB511288,PRJNA271449,SAMN03274356,strain: VB511288,isolation_source: environmental,9468441,61,7533,Yes,0,0,0,No,,,2019-10-25T00:00:00Z,2019-10-25T00:00:00Z
JXDI01,WGS,,BCT,Pseudomonas antarctica,PRJNA271728,SAMN03276536,strain: CMS 35,isolation_source: Cyanobacterial mat samples,6368703,8,5768,Yes,0,0,0,No,,,2020-02-14T00:00:00Z,2020-02-14T00:00:00Z
JXQG01,WGS,,BCT,Candidatus Synechococcus spongiarum SP3,PRJNA255756,SAMN03003633,isolate: SP3,"host: Theonella swinhoei,isolation_source: sea water,metagenome_source: sponge metagenome",2129964,117,1694,Yes,0,0,0,No,,,2015-07-08T00:00:00Z,2015-05-14T00:00:00Z
JXUO01,WGS,,BCT,Candidatus Synechococcus spongiarum 142,PRJNA273429,SAMN03291887,isolate: 142,"host: Ircinia variabilis,isolation_source: sea water,metagenome_source: sponge metagenome",2271413,326,2010,Yes,0,0,0,No,,,2015-07-08T00:00:00Z,2015-05-14T00:00:00Z
JXYX01,WGS,,BCT,Microcystis aeruginosa NIES-88,PRJNA265027,SAMN03329508,strain: NIES-88,isolation_source: freshwater lake,5263219,29,4504,Yes,0,0,0,No,,,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z
JYFQ01,WGS,,BCT,Candidatus Synechococcus spongiarum 15L,PRJNA274222,SAMN03323802,isolate: 15L,"host: Aplysina aerophoba,isolation_source: sea water,metagenome_source: sponge metagenome",2209101,229,1878,Yes,0,0,0,No,,,2015-07-08T00:00:00Z,2015-05-14T00:00:00Z
JSDP01,WGS,,BCT,Aphanizomenon flos-aquae 2012/KM1/D3,PRJNA257725,SAMN02954153,strain: 2012/KM1/D3,isolation_source: Lagoon,5741771,325,4415,Yes,0,0,0,No,,,2015-01-28T00:00:00Z,2014-12-04T00:00:00Z
JSUH01,WGS,,BCT,Kocuria polaris,PRJNA252796,SAMN02863078,strain: CMS 76or,isolation_source: cyanobacterial mat,3779802,67,3021,Yes,0,0,0,No,,,2015-10-27T00:00:00Z,2014-11-23T00:00:00Z
JYON01,WGS,,BCT,Aliterella atlantica CENA595,PRJNA275867,SAMN03354289,strain: CENA595,isolation_source: sea water column at depth of maximum chlorophyll layer,5265703,60,4367,Yes,0,0,0,No,,,2015-06-02T00:00:00Z,2015-03-13T00:00:00Z
JTCM02,WGS,,BCT,Hassallia byssoidea VB512170,PRJNA266752,SAMN03174155,strain: VB512170,isolation_source: monuments,7501515,219,6511,Yes,0,0,0,No,,,2020-02-18T00:00:00Z,2020-02-18T00:00:00Z
JTHE02,WGS,,BCT,Lyngbya confervoides BDU141951,PRJNA268230,SAMN03217274,strain: BDU141951,,5815105,3,4771,Yes,0,0,0,No,,,2020-02-20T00:00:00Z,2020-02-20T00:00:00Z
JTJC02,WGS,,BCT,Scytonema millei VB511283,PRJNA267760,SAMN03200207,strain: VB511283,isolation_source: Monuments,7254124,250,4957,Yes,0,0,0,No,,,2016-09-03T00:00:00Z,2016-09-03T00:00:00Z
JTJD01,WGS,,BCT,Aphanocapsa montana BDHKU210001,PRJNA268055,SAMN03202139,strain: BDHKU210001,,11500044,296,7295,Yes,0,0,0,No,,,2015-03-26T00:00:00Z,2015-01-13T00:00:00Z
LADK01,WGS,,BCT,Trichodesmium erythraeum 21-75,PRJNA278651,SAMN03421191,isolate: 21-75,isolation_source: enrichment culture from tropical Atlantic Ocean,10723583,8951,0,No,0,0,0,No,,,2015-03-26T00:00:00Z,2015-03-26T00:00:00Z
LAGX01,WGS,,BCT,Nostoc linckia z1,PRJNA274736,SAMN03338897,strain: z1,,9033951,187,7084,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAGY01,WGS,,BCT,Nostoc linckia z2,PRJNA274736,SAMN03338898,strain: z2,,9011414,178,7092,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAGZ01,WGS,,BCT,Nostoc linckia z3,PRJNA274736,SAMN03338900,strain: z3,,8984433,134,7038,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAHA01,WGS,,BCT,Nostoc linckia z4,PRJNA274736,SAMN03338901,strain: z4,,8997966,131,7041,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAHB01,WGS,,BCT,Nostoc linckia z6,PRJNA274736,SAMN03338903,strain: z6,,9014207,138,7035,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAHC01,WGS,,BCT,Nostoc linckia z7,PRJNA274736,SAMN03338899,strain: z7,,9038860,262,7105,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
LAHD01,WGS,,BCT,Nostoc linckia z8,PRJNA274736,SAMN03338904,strain: z8,,9054479,307,7073,Yes,0,0,0,No,,,2017-10-20T00:00:00Z,2017-10-20T00:00:00Z
JQFA01,WGS,,BCT,Leptolyngbya sp. KIOST-1,PRJNA257685,SAMN02953965,strain: KIOST-1,isolation_source: Spirulina culture pond,6320123,13,0,No,0,0,0,No,,,2014-10-03T00:00:00Z,2014-10-03T00:00:00Z
JRFE01,WGS,,BCT,Myxosarcina sp. GI1,PRJNA259928,SAMN03020304,strain: GI1,"host: Terpios hoshinota,isolation_source: coral reef",7069859,76,0,No,0,0,0,No,,,2014-09-19T00:00:00Z,2014-09-19T00:00:00Z
JJML01,WGS,,BCT,Neosynechococcus sphagnicola sy1,PRJNA244289,SAMN02725026,strain: CAUP A 1101,isolation_source: Peat moss,4331368,118,2731,Yes,0,0,0,No,,,2015-02-18T00:00:00Z,2014-09-29T00:00:00Z
JHEG03,WGS,,BCT,Tolypothrix bouteillei VB521301,PRJNA242379,SAMN02697214,strain: VB521301,isolation_source: stone monuments,11572263,70,8513,Yes,0,0,0,No,,,2019-10-31T00:00:00Z,2019-10-31T00:00:00Z
JENA01,WGS,,BCT,Candidatus Synechococcus spongiarum SH4,PRJNA238381,SAMN02643444,strain: SH4,host: the Red Sea sponge Carteriospongia foliascens,1658709,273,0,No,0,0,0,No,,,2014-04-16T00:00:00Z,2014-03-07T00:00:00Z
JFKN01,WGS,,BCT,Prochlorococcus sp. scB241_526B17,PRJNA239833,SAMN02647043,isolate: scB241_526B17,isolation_source: raw seawater,1107739,378,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKO01,WGS,,BCT,Prochlorococcus sp. scB241_526B19,PRJNA239833,SAMN02647111,isolate: scB241_526B19,isolation_source: raw seawater,469441,235,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKP01,WGS,,BCT,Prochlorococcus sp. scB241_526B22,PRJNA239833,SAMN02647112,isolate: scB241_526B22,isolation_source: raw seawater,934681,498,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKQ01,WGS,,BCT,Prochlorococcus sp. scB241_526D20,PRJNA239833,SAMN02671311,isolate: scB241_526D20,isolation_source: raw seawater,1318926,288,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKR01,WGS,,BCT,Prochlorococcus sp. scB241_526K3,PRJNA239833,SAMN02671312,isolate: scB241_526K3,isolation_source: raw seawater,1133453,523,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKS01,WGS,,BCT,Prochlorococcus sp. scB241_526N5,PRJNA239833,SAMN02671313,isolate: scB241_526N5,isolation_source: raw seawater,489145,187,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKT01,WGS,,BCT,Prochlorococcus sp. scB241_526N9,PRJNA239833,SAMN02671314,isolate: scB241_526N9,isolation_source: raw seawater,1271232,173,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKU01,WGS,,BCT,Prochlorococcus sp. scB241_527E14,PRJNA239833,SAMN02671315,isolate: scB241_527E14,isolation_source: raw seawater,1108552,271,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKV01,WGS,,BCT,Prochlorococcus sp. scB241_527E15,PRJNA239833,SAMN02671316,isolate: scB241_527E15,isolation_source: raw seawater,579043,84,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKW01,WGS,,BCT,Prochlorococcus sp. scB241_527G5,PRJNA239833,SAMN02671317,isolate: scB241_527G5,isolation_source: raw seawater,1170831,471,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKX01,WGS,,BCT,Prochlorococcus sp. scB241_527I9,PRJNA239833,SAMN02671318,isolate: scB241_527I9,isolation_source: raw seawater,1148291,159,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKY01,WGS,,BCT,Prochlorococcus sp. scB241_527L15,PRJNA239833,SAMN02671319,isolate: scB241_527L15,isolation_source: raw seawater,1190525,299,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFKZ01,WGS,,BCT,Prochlorococcus sp. scB241_527L16,PRJNA239833,SAMN02671320,isolate: scB241_527L16,isolation_source: raw seawater,977191,183,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLA01,WGS,,BCT,Prochlorococcus sp. scB241_527L22,PRJNA239833,SAMN02671321,isolate: scB241_527L22,isolation_source: raw seawater,1517745,206,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLB01,WGS,,BCT,Prochlorococcus sp. scB241_527N11,PRJNA239833,SAMN02671322,isolate: scB241_527N11,isolation_source: raw seawater,1476938,321,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLC01,WGS,,BCT,Prochlorococcus sp. scB241_527P5,PRJNA239833,SAMN02671323,isolate: scB241_527P5,isolation_source: raw seawater,1464890,324,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLD01,WGS,,BCT,Prochlorococcus sp. scB241_528J14,PRJNA239833,SAMN02671324,isolate: scB241_528J14,isolation_source: raw seawater,1183086,326,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLE01,WGS,,BCT,Prochlorococcus sp. scB241_528J8,PRJNA239833,SAMN02671325,isolate: scB241_528J8,isolation_source: raw seawater,1577546,166,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLF01,WGS,,BCT,Prochlorococcus sp. scB241_528K19,PRJNA239833,SAMN02671326,isolate: scB241_528K19,isolation_source: raw seawater,1448089,337,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLG01,WGS,,BCT,Prochlorococcus sp. scB241_528N17,PRJNA239833,SAMN02671327,isolate: scB241_528N17,isolation_source: raw seawater,1530056,144,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLH01,WGS,,BCT,Prochlorococcus sp. scB241_528N20,PRJNA239833,SAMN02671328,isolate: scB241_528N20,isolation_source: raw seawater,1144506,225,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLI01,WGS,,BCT,Prochlorococcus sp. scB241_528N8,PRJNA239833,SAMN02671329,isolate: scB241_528N8,isolation_source: raw seawater,1378439,332,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLJ01,WGS,,BCT,Prochlorococcus sp. scB241_528O2,PRJNA239833,SAMN02671330,isolate: scB241_528O2,isolation_source: raw seawater,1531686,232,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLK01,WGS,,BCT,Prochlorococcus sp. scB241_528P14,PRJNA239833,SAMN02671331,isolate: scB241_528P14,isolation_source: raw seawater,1104134,281,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLL01,WGS,,BCT,Prochlorococcus sp. scB241_528P18,PRJNA239833,SAMN02671332,isolate: scB241_528P18,isolation_source: raw seawater,1464296,295,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLM01,WGS,,BCT,Prochlorococcus sp. scB241_529B19,PRJNA239833,SAMN02671333,isolate: scB241_529B19,isolation_source: raw seawater,1480309,300,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLN01,WGS,,BCT,Prochlorococcus sp. scB241_529C4,PRJNA239833,SAMN02671334,isolate: scB241_529C4,isolation_source: raw seawater,1606813,187,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLO01,WGS,,BCT,Prochlorococcus sp. scB241_529D18,PRJNA239833,SAMN02671335,isolate: scB241_529D18,isolation_source: raw seawater,1511453,170,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLP01,WGS,,BCT,Prochlorococcus sp. scB241_529J11,PRJNA239833,SAMN02671336,isolate: scB241_529J11,isolation_source: raw seawater,1338231,205,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLQ01,WGS,,BCT,Prochlorococcus sp. scB241_529J15,PRJNA239833,SAMN02671337,isolate: scB241_529J15,isolation_source: raw seawater,1601052,180,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLR01,WGS,,BCT,Prochlorococcus sp. scB241_529J16,PRJNA239833,SAMN02671338,isolate: scB241_529J16,isolation_source: raw seawater,951023,384,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLS01,WGS,,BCT,Prochlorococcus sp. scB241_529O19,PRJNA239833,SAMN02671339,isolate: scB241_529O19,isolation_source: raw seawater,1305644,149,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLT01,WGS,,BCT,Prochlorococcus sp. scB243_495D8,PRJNA239872,SAMN02671340,isolate: scB243_495D8,isolation_source: raw seawater,1227854,211,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLU01,WGS,,BCT,Prochlorococcus sp. scB243_495G23,PRJNA239872,SAMN02671341,isolate: scB243_495G23,isolation_source: raw seawater,1452952,387,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLV01,WGS,,BCT,Prochlorococcus sp. scB243_495I8,PRJNA239872,SAMN02671342,isolate: scB243_495I8,isolation_source: raw seawater,370192,231,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLW01,WGS,,BCT,Prochlorococcus sp. scB243_495K23,PRJNA239872,SAMN02671343,isolate: scB243_495K23,isolation_source: raw seawater,1620137,124,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLX01,WGS,,BCT,Prochlorococcus sp. scB243_495L20,PRJNA239872,SAMN02671344,isolate: scB243_495L20,isolation_source: raw seawater,1569355,143,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLY01,WGS,,BCT,Prochlorococcus sp. scB243_495N16,PRJNA239872,SAMN02671345,isolate: scB243_495N16,isolation_source: raw seawater,1434396,264,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFLZ01,WGS,,BCT,Prochlorococcus sp. scB243_495N3,PRJNA239872,SAMN02671346,isolate: scB243_495N3,isolation_source: raw seawater,901033,368,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMA01,WGS,,BCT,Prochlorococcus sp. scB243_495N4,PRJNA239872,SAMN02671347,isolate: scB243_495N4,isolation_source: raw seawater,1192256,519,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMB01,WGS,,BCT,Prochlorococcus sp. scB243_495P20,PRJNA239872,SAMN02671348,isolate: scB243_495P20,isolation_source: raw seawater,986037,270,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMC01,WGS,,BCT,Prochlorococcus sp. scB243_496A2,PRJNA239872,SAMN02671349,isolate: scB243_496A2,isolation_source: raw seawater,1439938,242,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMD01,WGS,,BCT,Prochlorococcus sp. scB243_496E10,PRJNA239872,SAMN02671350,isolate: scB243_496E10,isolation_source: raw seawater,1097829,411,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFME01,WGS,,BCT,Prochlorococcus sp. scB243_496G15,PRJNA239872,SAMN02671351,isolate: scB243_496G15,isolation_source: raw seawater,1378315,296,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMF01,WGS,,BCT,Prochlorococcus sp. scB243_496M6,PRJNA239872,SAMN02671352,isolate: scB243_496M6,isolation_source: raw seawater,977410,490,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMG01,WGS,,BCT,Prochlorococcus sp. scB243_496N4,PRJNA239872,SAMN02671353,isolate: scB243_496N4,isolation_source: raw seawater,1453964,377,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMH01,WGS,,BCT,Prochlorococcus sp. scB243_497E17,PRJNA239872,SAMN02671354,isolate: scB243_497E17,isolation_source: raw seawater,552203,154,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMI01,WGS,,BCT,Prochlorococcus sp. scB243_497I20,PRJNA239872,SAMN02671355,isolate: scB243_497I20,isolation_source: raw seawater,1020798,136,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMJ01,WGS,,BCT,Prochlorococcus sp. scB243_497J18,PRJNA239872,SAMN02671356,isolate: scB243_497J18,isolation_source: raw seawater,1401752,266,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMK01,WGS,,BCT,Prochlorococcus sp. scB243_497N18,PRJNA239872,SAMN02671357,isolate: scB243_497N18,isolation_source: raw seawater,675744,159,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFML01,WGS,,BCT,Prochlorococcus sp. scB243_498A3,PRJNA239872,SAMN02671358,isolate: scB243_498A3,isolation_source: raw seawater,1472540,255,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMM01,WGS,,BCT,Prochlorococcus sp. scB243_498B22,PRJNA239872,SAMN02671359,isolate: scB243_498B22,isolation_source: raw seawater,1476136,187,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMN01,WGS,,BCT,Prochlorococcus sp. scB243_498B23,PRJNA239872,SAMN02671360,isolate: scB243_498B23,isolation_source: raw seawater,1236607,314,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMO01,WGS,,BCT,Prochlorococcus sp. scB243_498C16,PRJNA239872,SAMN02671361,isolate: scB243_498C16,isolation_source: raw seawater,1477228,281,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMP01,WGS,,BCT,Prochlorococcus sp. scB243_498F21,PRJNA239872,SAMN02671362,isolate: scB243_498F21,isolation_source: raw seawater,1398815,420,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
JFMQ01,WGS,,BCT,Prochlorococcus sp. scB243_498G3,PRJNA239872,SAMN02671363,isolate: scB243_498G3,isolation_source: raw seawater,1054292,325,0,No,0,0,0,No,,,2014-04-28T00:00:00Z,2014-04-22T00:00:00Z
